year,cat_num,entries,cat_name,gold_beer,gold_brewery,gold_city,gold_state,silver_beer,silver_brewery,silver_city,silver_state,bronze_beer,bronze_brewery,bronze_city,bronze_state
2010,26,42,Bohemian-Style Pilsener,Boathouse Pilsner,Titletown Brewing Co.,Green Bay,WI,Golden Pilsner,Morgan Street Brewery,St. Louis,MO,Bridge Creek Pilsner,Silver Moon Brewing,Bend,OR
2011,27,31,American-Style or International-Style Pilsener,BEER,La Cumbre Brewing Co.,Albuquerque,NM,Popcorn Pilsner,Sun King Brewery,Indianapolis,IN,Legacy Lager,Silver Moon Brewing,Bend,OR
2008,38,18,Baltic-Style Porter,Kick in the Baltic Porter,Bluegrass Brewing Co.,Louisville,KY,Killer Kowalski,Flossmoor Station,Flossmoor,IL,SMP,Sixpoint Craft Ales,Brooklyn,NY
2015,26,179,Wood- and Barrel-Aged Strong Beer,Melange A Trois,Nebraska Brewing Co.,La Vista,NE,Batch 666: Sympathy For The Devil,Sun King Brewery,Indianapolis,IN,Ska Face,SKA Brewing,Durango,CO
2006,34,25,English-Style Summer Ale,312 Urban Wheat Ale,Goose Island Beer Co.,Chicago,IL,Sandbagger Gold,Montana Brewing,Billings,MT,True Blonde Ale,Ska Brewing,Durango,CO
2009,42,33,English-Style Summer Ale,Light Rock Ale,RJ Rockers Brewing Co.,Spartanburg,SC,Surfer’s Summer Ale,Pelican Pub,Pacific City,OR,True Blonde Ale,Ska Brewing,Durango,CO
2009,73,27,Sweet Stout,Cow Stout,Pizza Port,Carlsbad,CA,Cream Stout,Redwood Brewing,Flint,MI,Steel Toe Stout,Ska Brewing,Durango,CO
2010,43,29,Classic English-Style Pale Ale,Mirror Pond Pale Ale,Deschutes Brewery,Bend,OR,Summit Extra Pale Ale,Summit Brewing,Saint Paul,MN,Ska Special,Ska Brewing,Durango,CO
2002,40,40,English-Style Brown Ale,Grog,Nodding Head Brewing,Philadelphia,PA,Old Elk Brown Ale,Walnut Brewery,Boulder,CO,Buster Nut Brown,SKA Brewing,Durango,CO
2002,33,93,American-Style Pale Ale,Rye Pale Ale,Terrapin Beer,Athens,GA,Piranha Pale Ale,BJ's Restaurant & Brewery,Portland,OR,IPA,SLO Brewing,San Luis Obispo,CA
2002,15,25,Munich-Style Helles,Helles in a Handbasket,Hub City Brewery,Lubbock,TX,Helles Lager,Firestone Walker,Paso Robles,CA,French Creek Helles,Sly Fox Brewhouse,Phoenixville,PA
2013,35,30,Vienna-Style Lager,Churchville Lager,Neshaminy Creek Brewing,Croydon,PA,Oktoberfest,Port City Brewing Co.,Alexandria,VA,Octoberfest,Sly Fox Brewhouse,Pottstown,PA
2003,14,38,German-Style Pilsener,Pinch Hit Pilsner,SandLot Brewery at Coors Field,Denver,CO,RedRock Pilsner,RedRock Brewing Co.,Salt Lake City,UT,Pikeland Pils,Sly Fox Brewhouse,Royersford,PA
2007,35,22,German Style Strong Bock,Samuel Adams Double Bock,Boston Beer Co.,Boston,MA,Warning Sign,Rockyard American Grill & Brewing Co.,Castle Rock,CO,Instigator,Sly Fox Brewhouse,Royersford,PA
2013,53,149,Imperial India Pale Ale,Hop JuJu,Fat Heads Brewery,Middleburg Heights,OH,Permanent Funeral,Three Floyds Brewing Co.,Munster,IN,Notch 9 Double IPA,Smartmouth Brewing Co.,Norfolk,VA
2005,20,4,American-Style Low-Carbohydrate Light Lager,Pig's Eye Lean Light Beer,Pig's Eye Brewing Co.,St. Paul,MN,,,,,Mountain Light,Smoky Mountain Brewery,Knoxville,TN
2003,9,16,Rye Beer,Right On Rye,Rock Bottom,Bethseda,MD,Tailwind Rye,Blind Tiger Brewery,Topeka,KS,Rocky Mountain Rye,Smugglers Brewpub,Telluride,CO
2015,4,69,Fruit Wheat Beer,Magnolia’s Peach,BJ's Restaurant & Brewery,Chandler,AZ,"You’re My Boy, Blue",Brew Bus Brewing,Tampa,FL,Purple Line,Smylie Brothers Brewing Co.,Evanston,IL
2010,66,33,Belgian-Style Lambic or Sour Ale,Oude Tart,The Bruery,Placentia,CA,Coolship Resurgam,Allagash Brewing Co.,Portland,ME,Le Serpent,Snake River Brewing,Jackson,WY
2010,28,21,Dortmunder or German-Style Oktoberfest,Summerbrau,Utah Brewers,Salt Lake City,UT,Noble Stuff Export,Dry Dock Brewing,Aurora,CO,Rolling Thunder Dortmunder,Snake River Brewing,Jackson,WY
2012,29,52,German-Style Pilsener,Sunshine Pils,Tröegs Brewing Co.,Hershey,PA,Hans’ Pils,Real Ale Brewing Co.,Blanco,TX,Paintbrush Pilsner,Snake River Brewing,Jackson,WY
2008,40,42,German-Style Kölsch,Wind Blown Blonde,Stewart’s Brewing Co.,Bear,DE,Sierra Nevada Kolsch Style Ale,Sierra Nevada Brewing,Chico,CA,Guido’s Kolner Brau,Snake River Brewing,Jackson,WY
2011,23,75,Wood- and Barrel-Aged Sour Beer,Friek,Odell Brewing,Fort Collins,CO,The Wanderer,The Bruery,Placentia,CA,Le Serpent Cerise,Snake River Brewing,Jackson,WY
2003,33,32,Classic English-Style Pale Ale,Starr Hill Pale Ale,Starr Hill Brewing,Charlottesville,VA,Pale Ale,Diamond Bear Brewing Co.,Little Rock,AR,Custer's Last Ale,Snake River Brewing,Jackson,WY
1985,,NULL,Consumer Preference Poll,Samuel Adams ,Boston Lager Boston Beer Co,,,Hibernia Dunkel Weizen ,Hibernia Brewing,,,Snake River Amber Lager ,Snake River Brewing,,
2007,48,43,Bitter or Pale Mild Ale,Pub Bitter,Deschutes Brewery,Bend,OR,Squatters Organic Amber Ale,Utah Brewers,Salt Lake City,UT,Snake River Pale Ale,Snake River Brewing,Jackson,WY
2008,54,48,English-Style Dark Mild Ale or Brown Ale,Sweet George’s Brown,Dillon DAM Brewery,Dillon,CO,Old Elk Brown Ale,Walnut Brewery,Boulder,CO,OB-1,Snake River Brewing,Jackson,WY
2004,43,29,Bitter,Drop Top Amber,Widmer Brothers Brewing,Portland,OR,Buckin' Bitter,Bottoms Up Brewing,Pinedale,WY,Sunnyside Pale Ale,Snipes Mountain Brewing,Sunnyside,WA
2009,51,17,English Style Mild Ale,Sara’s Ruby Mild,Magnolia Gastropub,San Francisco,CA,AK Session,Snake River Brewing,Jackson,WY,Coyote Moon,Snipes Mountain Brewing,Sunnyside,WA
2014,51,88,International-Style Pale Ale,Hand Truck Pale Ale,Barley Brothers Brewery,Baker City,OR,Summer Ale,Fremont Brewing Co.,Seattle,WA,The Pupil,Societe Brewing Co.,San Diego,CA
2014,79,61,Brown Porter,Double Nut Brown,Mammoth Brewing,Mammoth Lakes,CA,Black Jack Porter,Left Hand Brewing Co.,Longmont,CO,Power House Porter,Sockeye Brewing,Boise,ID
2014,75,62,Belgian-Style Abbey Ale,Samuel Adams Tetravis,Boston Beer Co.,Boston,MA,Sanitarium,Bier Brewery,Indianapolis,IN,Dubbel Entendre,Sound Brewery,Poulsbo,WA
2002,45,13,Belgian-Style Sour Ale,La Folie,New Belgium Brewing,Fort Collins,CO,Lip Burner Lamb-Beak,Bitter End,Austin,TX,Flanders Red Ale,Southampton Publick House,Southampton,NY
2006,54,14,Belgian- and French-Style Ale,Le Fleur Misseur,New Belgium Brewing,Fort Collins,CO,Dim Wit,BJ's Restaurant & Brewery,Chandler,AZ,Belgian Double White Ale,Southampton Publick House,Southampton,NY
2002,58,35,Barley Wine-Style Ale,Auld Gnarley Head Barleywine,Wild Duck Brewery & Restaurant,Eugene,OR,Old Bounder,Boundary Bay Brewery,Bellingham,WA,Old Herb Barleywine,Southampton Publick House,Southampton,NY
2002,42,24,German-Style Brown Ale,Widmer Alt,Widmer Brothers Brewing,Portland,OR,Old Town Brown,Chicago Brewing,Las Vegas,NV,Southampton Secret Ale,Southampton Publick House,Southampton,NY
2007,58,35,French- and Belgian-Style Saison,Saison Vautour,McKenzie Brew House,Malvern,PA,Liquid Sun 1087,Rock Bottom,Scottsdale,AZ,Southampton Saison,Southampton Publick House,Southampton,NY
2014,41,19,American-Style Dark Lager,Lagerithm,Bottle Logic Brewing,Anaheim,CA,Old Virginia Dark,Devils Backbone Brewing,Lexington,VA,Shiner Bock,Spoetzl Brewery,Shiner,TX
1988,,NULL,Bocks ,Sieben's Bock ,J.E. Siebel & Sons Co Inc.,,,Bach's Bock ,Eugene City Brewery,,,Mai Bock,Sprecher Brewing,,
2007,12,8,Gluten-Free Beer,RedBridge,Anheuser-Busch,St. Louis,MO,New Grist,Lakefront Brewery,Milwaukee,WI,Shakparo Ale,Sprecher Brewing,Glendale,WI
1988,,NULL,European Darks ,Gartenbrau Dark ,Capital Brewery,,,Water Street Oktoberfest ,Water Street Brewery,,,Black Bavarian ,Sprecher Brewing,,
2004,30,15,Bock,Butt Head Bock,Tommyknocker Brewery,Idaho Springs,CO,Hops 15th Anniversary Bock,Hops Grillhouse and Brewery,Madison,GA,Mai Bock,Sprecher Brewing,Glendale,WI
2003,46,32,American-Style Brown Ale,Goose Island Naughty Goose,Goose Island Beer Co.,Chicago,IL,Decadent Ale,Dogwood Brewing Co.,Atlanta,GA,Bull Creek Brown,Springfield Brewing,Springfield,MO
2000,27,13,German-Style Doppelbock,Hog Back Doppel Bock,Mountain Sun Pub,Boulder,CO,Symposium Eisbock,New Glarus Brewing,New Glarus,WI,Mueller Doppelbock,Springfield Brewing,Springfield,MO
2006,3,37,American-Style Hefeweizen,Hefeweizen,Widmer Brothers Brewing,Portland,OR,American Wheat,Opa-Opa Brewing Co.,Southampton,MA,Mueller Unfiltered Wheat,Springfield Brewing,Springfield,MO
2008,57,52,South German-Style Hefeweizen,Wixa Weiss,Wynkoop Brewing,Denver,CO,The Love,Starr Hill Brewing,Crozet,VA,Mueller Hefeweizen,Springfield Brewing,Springfield,MO
2004,4,25,American-Style Hefeweizen,Hefeweizen,Pyramid Ales & Lagers,Seattle,WA,American Wheat,Upstream Brewing,Omaha,NE,Mueller Unfiltered Wheat,Springfield Brewing,Springfield,MO
2000,25,12,German-Style Schwarzbier,King's Peak,Uinta Brewing,Salt Lake City,UT,Red Rock Black Bier,Red Rock Brewing,Salt Lake City,UT,Black Forest Schwarzbier,Squatters,Salt Lake City,UT
2008,15,34,American-Style or German-Style Sour Ale,The Dissident,Deschutes Brewery,Bend,OR,Brute,Ithaca Beer Co.,Ithaca,NY,Fifth Element,Squatters,Salt Lake City,UT
2004,24,25,Vienna-Style Lager,Genesee Red Lager,High Falls Brewing,Rochester,NY,Schild brau Amber,Millstream Brewing,Amana,IA,Vienna Lager,Squatters,Salt Lake City,UT
2003,28,12,German-Style Schwarzbier,,,,,,,,,Black Forest Schwarzbier,Squatters,Salt Lake City,UT
2015,41,48,American-Style Amber Lager,Auburn Lager,Mad Anthony Brewing,Fort Wayne,IN,Karbachtoberfest,Karbach Brewing Co.,Houston,TX,St. Florian’s Brewery California Common,St. Florian’s Brewery,Windsor,CA
2001,10,35,Experimental Beer,Czar Jack Bourbon Barrel Imperial Stout,Minneapolis Town Hall Brewery,Minneapolis,MN,Cuvee de Tomme,Pizza Port,Solana Beach,CA,Special Brew Lemon Lime,St. Ides Brewing,Milwaukee,WI
2001,19,24,American-Style Specialty Lager,New South Lager,New South Brewing,Myrtle Beach,SC,Old Milwaukee Ice,Stroh Brewery,Fogelsville,PA,St. Ides Malt Liquor,St. Ides Brewing,Fogelsville,PA
1999,19,15,American-Style Specialty Lager,Brewery Hill Pocono Pilsner,The Lion Brewery,Wilkes-Barre,PA,Mickey's Ice,Mickey's Brewing,Milwaukee,WI,St. Ides Malt Liquor,St. Ides Brewing,Fogelsville,PA
2002,20,21,American-Style Specialty Lager,Schmidt's Ice,Rainier Brewing,San Antonio,TX,Red Bull,Schlitz Brewing,San Antonio,TX,St. Ides Malt Liquor,St. Ides Brewing,San Antonio,TX
1987,,NULL,Alts ,Chinook Alaskan Amber ,Alaskan Brewing,,,Widmer Alt ,Widmer Brothers Brewing,,,St. Stan's Dark Alt ,Stanislaus Area Association,,
2001,38,29,Irish-Style Red Ale,3A - Abigail Adams Amber,Quincy Ships Brewing Company,Quincy,MA,Thoroughbred Red,Aiken Brewing,Aiken,SC,Starr Hill Amber Ale,Starr Hill Brewing,Charlottesville,VA
2000,47,27,Classic Irish-Style Dry Stout,Murphy's Dry Stout,Humperdinks Big Horn Brewing,Lakewood,WA,Black Magic Stout,Empire Brewing Co. of Rochester,Rochester,NY,Dark Starr Stout,Starr Hill Brewing,Charlottesville,VA
2003,19,10,"American-Style ""Light"" Amber Lager",Leinenkugel's Amber Light,Jacob Leinenkugel Brewing,Chippewa Falls,WI,Walker's Mild,Firestone Walker,Paso Robles,CA,Starr Hill Mojo,Starr Hill Brewing,Charlottesville,VA
2001,47,17,Classic Irish-Style Dry Stout,Lord Stanley,Steelhead Brewery,Irvine,CA,Celtic Stout,Fitzpatrick's,Iowa City,IA,Dark Starr Stout,Starr Hill Brewing,Charlottesville,VA
2014,36,43,American-Style Cream Ale,Primo,Pabst Brewing,Los Angeles,CA,Old Style,Pabst Brewing,Los Angeles,CA,Colorado Cream Ale,Station 26 Brewing Co.,Denver,CO
2003,25,38,American-Style Amber Lager,Extreme Amber,BJ's Restaurant & Brewery,Woodland Hills,CA,Marzen Lager,Elk Grove Brewery,Elk Grove,CA,Steam Engine Lager,Steamworks Brewing,Durango,CO
2014,85,55,Oatmeal Stout,Gold Medal Oatmeal Stout,Blue Corn Brewery,Santa Fe,NM,Darkside of the Pint,Four Seasons Brewing Co.,Latrobe,PA,Backside Stout,Steamworks Brewing,Durango,CO
2007,23,34,Munich-Style Helles,El Amigo Light,Mission Brewery,San Diego,CA,Gorch Foch,Three Floyds Brewing Co.,Munster,IN,What in the Helles?,Steamworks Brewing,Durango/Bayfield,CO
2002,57,29,Other Strong Ale or Lager,Decade,Big Time Brewery,Seattle,WA,Dragonstooth Stout,Elysian Brewery,Seattle,WA,Hopasaurus Rex,Steelhead Brewery,Eugene,OR
2002,4,37,Fruit And Vegetable Beer,Magnolia's Peach,BJ's Restaurant & Brewery,Boulder,CO,Belgian Red,New Glarus Brewing,New Glarus,WI,Little Pookie's Old Ale,Steelhead Brewery,Eugene,OR
2002,50,21,Classic Irish-Style Dry Stout,Blarney Sisters Dry Irish Stout,Third Street Ale Works,Santa Rosa,CA,McDoogin's Irish Stout,Thirsty Dog Brewing,Akron/Canton,OH,Lord Stanley,Steelhead Brewery,Irvine,CA
2000,52,19,Strong Scotch Ale,Winter Ale,Buckhead Brewery & Grill,Stockbridge,GA,Prescott's Wee Heavy,Bitter End,Austin,TX,McGilligan's Scotch Ale,Steelhead Brewery,San Francisco,CA
2014,6,52,Pumpkin Beer,Wolaver’s Pumpkin Ale,Otter Creek Brewing,Middlebury,VT,Spiced Harvest,Old Dominion Brewing,Dover,DE,Whole Hog Pumpkin Ale,Stevens Point Brewery,Stevens Point,WI
2004,17,25,Munich-Style Helles,B.S. Helles,SandLot Brewery at Coors Field,Denver,CO,Helles,The Cowboy Restaurant & Brewery,Scottsdale,AZ,Augsburger Golden,Stevens Point Brewery,Stevens Point,WI
2001,11,15,Smoke Beer,,,,,Smokey the Beer,Blind Tiger Brewery,Topeka,KS,Stewart's Smoked Porter,Stewart's Brewing Co.,Bear,DE
2003,24,47,German-Style Märzen / Oktoberfest,Oktoberfest,The Great Dane Pub,Madison,WI,,,,,Stewart's Oktoberfest,Stewart's Brewing Co.,Bear,DE
2011,40,34,Bock,Troegenator,Tröegs Brewing Co.,Harrisburg,PA,PrePro Bock,Coors Archive Brewery,Golden,CO,Maibock,Stewart’s Brewing Co.,Bear,DE
2006,26,21,European-Style Dark / Münchner Dunkel,,,,,Storm King,Glenwood Canyon Brewing,Glenwood Springs,CO,Dunkel Rico,Stewart’s Brewing Co.,Bear,DE
2006,15,20,Smoke Beer,Smoke Creek Rauchbier,Great Basin Brewing,Sparks,NV,Smokestack Porter,Rocky River Brewing,Rocky River,OH,Stewart’s Smoked Porter,Stewart’s Brewing Co.,Bear,DE
2014,59,38,Ordinary or Special Bitter,London Homesick Ale,Oasis Texas Brewing Co.,Austin,TX,Cutthroat,Uinta Brewing,Salt Lake City,UT,Wisco Disco,Stillmank Brewing Co.,Green Bay,WI
1999,3,50,American-Style Wheat Ale or Lager,Diamondback Wheat,Elk Grove Brewery,Elk Grove,CA,Shiner Honey Wheat,Spoetzl Brewery,Shiner,TX,Stoddard's American Wheat,Stoddard's Brewhouse and Eatery,Sunnyvale,CA
2010,58,53,American-Style India Black Ale,Turmoil,Barley Brothers Brewery,Baker City,OR,Go Figure,Big Rock Chop House,Birmingham,MI,Stone Sublimely Self-Righteous Ale,Stone Brewing,Escondido,CA
2006,44,45,Extra Special Bitter or Strong Bitter,Firestone Walker IPA,Firestone Walker,Paso Robles,CA,Autumn Ale,Short’s Brewing Co.,Bellaire,MI,Stone Pale Ale,Stone Brewing,Escondido,CA
2015,81,45,Other Belgian-Style Ale,Spangalang Table Beer,Spangalang Brewery,Denver,CO,Summer Rye Ale,Mayflower Brewing Co.,Plymouth,MA,Witty Moron,Stone Brewing,San Diego,CA
2014,70,44,Belgian-Style Blonde Ale or Pale Ale,Jean-Claude Van Blond,Wit’s End Brewing Co.,Denver,CO,Babe’s Belgian Vanilla Blonde Ale,Babe’s Bar-B-Que & Brewhouse,Rancho Mirage,CA,Rainmaker Ale,Stormcloud Brewing Co.,Frankfort,MI
2009,41,43,German Style Kölsch,Kolsch,Sierra Nevada Brewing,Chico,CA,Clearwater Kolsch,RAM Restaurant & Brewery,Tacoma,WA,Stoudts Kolsch,Stoudt Brewery,Adamstown,PA
2000,20,26,Vienna-Style Lager,Snake River Lager,Snake River Brewing,Jackson,WY,Sunset Amber,Coast Brewing,Biloxi,MS,Stoudt's Fest,Stoudt's Brewing,Adamstown,PA
2004,25,52,German-Style Märzen / Oktoberfest,Oktoberfest,Sprecher Brewing,Glendale,WI,Octfest,Old Dominion Brewing,Ashburn,VA,Oktoberfest,Stoudt's Brewing,Adamstown,PA
2007,28,37,Vienna-Style Lager,Balto Märzhon,Clipper City Brewing,Baltimore,MD,Dos Rios,Glenwood Canyon Brewing,Glenwood Springs,CO,Stoudts Ofest,Stoudts Brewing Co.,Adamstown,PA
2012,84,51,Barley Wine-Style Ale,Johan the Barleywine,Sun King Brewery,Indianapolis,IN,Barley Wine,Charleville Vineyard & Microbrewery,Ste. Genevieve,MO,Dr. StrangeLove,Strange Brewing Co.,Denver,CO
2001,18,22,American-Style Premium Lager,Empire Lager,P.H. Woods Restaurant,Moreno Valley,CA,Original Coors,Coors Brewing,Golden,CO,Stroh,Stroh Brewery,Fogelsville,PA
2005,17,30,Munich-Style Helles,Hauptstrasse Helles,Fredericksburg Brewing,Fredericksburg,TX,Saint Arnold Summer Pils,Saint Arnold Brewing,Houston,TX,Sudwerk Lager,Sudwerk Privatbrauerei Hübsch,Davis,CA
2009,69,57,Robust Porter,Pt. Reyes Porter,Marin Brewing,Larkspur,CA,Mocha Porter,Rogue Ales,Newport,OR,Pirate’s Porter,Sullivan’s Black Forest Brew Haus & Grill,Frankenmuth,MI
2014,49,33,Classic English-Style Pale Ale,HopFish,Flying Fish Brewing Co.,Somerdale,NJ,Caldera Ashland Amber,Caldera Brewing Co.,Ashland,OR,Extra Pale Ale,Summit Brewing,Saint Paul,MN
2008,42,48,Classic English-Style Pale Ale,Full Sail Pale Ale,Full Sail Brewing,Hood River,OR,Clipper City Pale Ale,Clipper City Brewing,Baltimore,MD,Summit Extra Pale Ale,Summit Brewing,Saint Paul,MN
2007,40,32,Classic English-Style Pale Ale,Pale Ale,Diamond Bear Brewing Co.,Little Rock,AR,DBA (Double Barrel Ale),Firestone Walker,Paso Robles,CA,Summit Extra Pale Ale,Summit Brewing,St. Paul,MN
2003,64,20,Other Strong Ale or Lager,Old Sol,Big Time Brewery,Seattle,WA,Full Sail Capsize,Full Sail Brewing,Hood River,OR,Summit Oktoberfest,Summit Brewing,St Paul,MN
2011,83,42,Barley Wine-Style Ale,Horn Dog Barleywine,Flying Dog Brewery,Frederick,MD,AleSmith Old Numbskull,AleSmith Brewing,San Diego,CA,Johan the Barleywine,Sun King Brewery,Indianapolis,IN
2010,38,25,German-Style Doppelbock or Eisbock,Carbonator,Glenwood Canyon Brewing,Glenwood Springs,CO,Gordon Biersch Eisbock,Gordon Biersch Brewery,Chattanooga,TN,Dominator Dopplebock,Sun King Brewery,Indianapolis,IN
2015,5,63,Belgian-Style Fruit Beer,xReserve Ale 05-15 Peach and Ginger Saison,Saucony Creek Brewing Co.,Kutztown,PA,Kumquat Saison,Smog City Brewing,Torrance,CA,Cherry Busey,Sun King Brewery,Indianapolis,IN
2013,24,76,Wood- and Barrel-Aged Sour Beer,Love Child No. 3,Boulevard Brewing,Kansas City,MO,Dark and Stormy,McKenzie Brew House,Glen Mills,PA,Pentagram,Surly Brewing Co.,Brooklyn Center,MN
2009,6,45,Coffee Flavored Beer,Dude! Where’s My Vespa?,Rock Bottom,Arlington,VA,Overcast Espresso Stout,Oakshire Brewing,Eugene,OR,Coffee Bender,Surly Brewing Co.,Brooklyn Center,MN
2015,35,55,Munich-Style Helles,Bucket Seat Blonde,Garage Brewing Co. & Pizzeria,Temecula,CA,Long Goodbye,Ahnapee Brewery,Algoma,WI,Goldencold Lager,Susquehanna Brewing Co.,Pittston,PA
2011,10,36,Rye Beer,Three Flowers IPA,Marin Brewing,Larkspur,CA,Bock in Bock,Tequesta Brewing Co.,Tequesta,FL,Crank Tank,SweetWater Brewing Co.,Atlanta,GA
2002,37,46,(Extra Special) Strong Bitter,Crooked River ESB,Frederick Brewing Company,Frederick,MD,Best Bitter,Boundary Bay Brewery,Bellingham,WA,Sweetwater Tavern Pale Ale,Sweetwater Brewing,Centreville,VA
2015,37,55,American-Style Lager or Light Lager,Coors Banquet,Coors Brewing,Golden,CO,Summer Siesta Mexican Lager,Lone Tree Brewing Co.,Lone Tree,CO,Southern Girl Lager,Sycamore Brewing,Charlotte,NC
1999,21,22,American-Style Amber Lager,New South Oktoberfest,New South Brewing,Myrtle Beach,SC,Auburn,Mad Anthony Brewing,Ft. Wayne,IN,Oktoberfest,T-Bonz Homegrown Ales,Myrtle Beach,SC
2001,22,49,German-Style Märzen / Oktoberfest,Uncle Otto's Oktoberfest,Portland Brewing,Portland,OR,Mueller Marzen,Springfield Brewing,Springfield,MO,Tabernash Oktoberfest,Tabernash Brewing,Longmont,CO
1999,22,51,German-Style Märzen / Oktoberfest,Black Forest Oktoberfest,Black Forest Brew Haus LLC.,Farmingdale,NY,Atwater Blocktoberfest,Atwater Block Brewery,Detroit,MI,Tabernash Oktoberfest,Tabernash Brewing,Longmont,CO
2015,77,78,Belgian-Style Lambic or Sour Ale,"Turbulent Consequence, Peche",Block 15,Corvallis,OR,Feral One,Firestone Walker,Buellton,CA,Viejo Rojo,Tahoe Mountain Brewing,Truckee,CA
2014,52,145,American-Style Pale Ale,Grunion,Ballast Point Brewing,San Diego,CA,NYPA,Peekskill Brewery,Peekskill,NY,Reef Donkey APA,Tampa Bay Brewing Co.,Tampa,FL
2014,80,83,Robust Porter,Pop’s Porter,Wynwood Brewing Co.,Miami,FL,Porter,Founders Brewing Co.,Grand Rapids,MI,Peck’s Porter,Tapistry Brewing Co.,Bridgman,MI
2013,40,26,German-Style Schwarzbier,Black Thunder,Austin Beerworks,Austin,TX,Black Knight,Fat Heads Brewery,North Olmsted,OH,TAPS Schwarzbier,TAPS Fish House & Brewery,Corona,CA
2010,36,31,German-Style Schwarzbier,Redrock Black Bier,Redrock Brewery,Salt Lake City,UT,Annie Schwarz,Haverhill Brewery,Haverhill,MA,TAPS Schwarzbier,TAPS Fish House & Brewery,Brea,CA
2007,1,24,American-Style Cream Ale or Lager,Lone Star,Pabst Brewing,Woodridge,IL,Old Style,Pabst Brewing,Woodridge,IL,TAPS Cream Ale,TAPS Fish House & Brewery,Brea,CA
2012,44,67,Golden or Blonde Ale,Steelhead Extra Pale Ale,Mad River Brewing Co.,Blue Lake,CA,Firemans #4,Real Ale Brewing Co.,Blanco,TX,TAPS Cream Ale,TAPS Fish House & Brewery,Brea,CA
2013,31,42,Munich-Style Helles,Helles Festbier,Hoppers Grill & Brewery,Midvale,UT,Saint Arnold Summer Pils,Saint Arnold Brewing,Houston,TX,TAPS Helles,TAPS Fish House & Brewery,BreaBrea,CA
2015,32,51,American-Style or International-Style Pilsener,Rocket 100,The Austin Beer Garden Brewing Co.,Austin,TX,Mexican Logger,SKA Brewing,Durango,CO,Amend This!,TAPS Fish House & Brewery,Brea,CA
2015,78,60,Belgian-Style Dubbel or Quadruple,Sanitarium,Bier Brewery,Indianapolis,IN,Dubbel Entendre,River’s Edge Brewing Co.,Milford,MI,Qualified,Taxman Brewing Co.,Bargersville,IN
2013,70,71,Belgian- and French-Style Ale,Azreal,Devils Backbone Brewing,Outpost,,Grisette,Sly Fox Brewhouse,Pottstown,PA,California Ale,Telegraph Brewing Co.,Santa Barbara,CA
2014,63,67,English-Style Brown Ale,Sir William’s English Brown Ale,Grapevine Craft Brewery,Grapevine,TX,,,,,Bonanza Brown Ale,Tenaya Creek Brewery,Las Vegas,NV
2010,60,23,German-Style Sour Ale,Berliner Weisse,Snake River Brewing,Jackson,WY,Tiny Bubbles,Hollister Brewing Co.,Goleta,CA,Beer Gone Good,Terrapin Beer,Athens,GA
2009,14,10,Gluten-Free Beer,Celia Framboise,The Alchemist,Waterbury,VT,Redbridge,Anheuser-Busch,Saint Louis,MO,Celia IPA,The Alchemist,Waterbury,VT
2007,22,33,Bohemian-Style Pilsener,Gordon Biersch Czech Lager,Gordon Biersch Brewery,Chattanooga,TN,Pallavicini Pilsner,Pug Ryan's Brewery,Dillon,CO,Detroit Lager,The Beer Co.,Detroit,MI
2006,10,37,Experimental Beer,New Grist,Lakefront Brewery,Milwaukee,WI,Angry Mike’s Stoudt Creek,Flossmoor Station,Flossmoor,IL,Samuel Adams Utopias 2003,The Boston Beer Co.,Boston,MA
2010,79,57,Barley Wine-Style Ale,Flying Mouflan,Troegs Brewery,Harrisburg,PA,Old #23 Barley Wine,Bristol Brewing,Colorado Springs,CO,Jack Hammer,The Brew Kettle,Strongsville,OH
2015,56,336,American-Style India Pale Ale,Revolver IPA,BNS Brewing & Distilling Co.,Santee,CA,Pernicious IPA,Wicked Weed Brewing,Candler,NC,White Rajah,The Brew Kettle,Strongsville,OH
2012,71,42,Belgian-Style Lambic or Sour Ale,Sour Reserve,Upland Brewing,Bloomington,IN,Barrel SelectFO/BB,Captain Lawrence Brewing,Elmsford,NY,Sans Pagaie,The Bruery,Anaheim,CA
2012,49,29,International-Style Pale Ale,River Runners Pale Ale,Eddyline Brewing,Buena Vista,CO,Southern Chaos,Hollister Brewing Co.,Goleta,CA,Pipe Organ Pale Ale,The Church Brew Works,Pittsburgh,PA
2012,32,23,Dortmunder or German-Style Oktoberfest,Move Back,The SandLot,Denver,CO,Rolling Thunder Dortmunder,Snake River Brewing,Jackson,WY,Celestial Gold,The Church Brew Works,Pittsburgh,PA
2015,76,47,Belgian- and French-Style Ale,Vintage Monks,Adelbert’s Brewery,Austin,TX,Grisette,Sly Fox Brewhouse,Pottstown,PA,Petite Classique,The Commons Brewery,Portland,OR
2010,27,42,Munich-Style Helles,What in the Helles?,Steamworks Brewing,Durango,CO,Longboard Island Lager,Kona Brewing,Kailua-Kona,HI,Cowboy Lager,The Covey Restaurant & Brewery,Fort Worth,TX
2009,18,110,Wood- and Barrel-Aged Strong Beer,Cereal Killer Barleywine,Arcadia Brewing Co.,Battle Creek,MI,Barrel Aged Gonzo,Flying Dog Brewery,Frederick,MD,Duck-Rabbit Barrel Aged Baltic Porter,The Duck-Rabbit Craft Brewery,Farmville,NC
