year,style,medal,beer,brewery,city,state
2012,Field Beer or Pumpkin Beer,gold,Whole Hog Pumpkin Ale,Stevens Point Brewery,Stevens Point,WI
2012,Field Beer or Pumpkin Beer,silver,Anaheim IPA,RAM Restaurant,Indianapolis,IN
2012,Field Beer or Pumpkin Beer,bronze,Cucumber Saison,Cigar City Brewing,Tampa,FL
2012,Kellerbier or Zwickelbier,gold,Bottle Rocket,Uncle Billy’s Brew & Que,Lake TravisAustin,TX
2012,Kellerbier or Zwickelbier,silver,Redrock Organic Zwickel Bier,Redrock Brewery,Salt Lake City,UT
2012,Kellerbier or Zwickelbier,bronze,Organic Hopworks Kellerbier,Hopworks Urban Brewery,Portland,OR
2012,German-Style Schwarzbier,gold,Shiner Bohemian Black Lager,Spoetzl Brewery,Shiner,TX
2012,German-Style Schwarzbier,silver,Baba,Uinta Brewing,Salt Lake City,UT
2012,German-Style Schwarzbier,bronze,Black Bear,Morgan Street Brewery,Saint Louis,MO
2012,Gluten-Free Beer,gold,Nikki’s Gluten Free Honey Pale Ale,Rock Bottom,Arlington,VA
2012,Gluten-Free Beer,silver,Brown,New Planet Beer Co.,Boulder,CO
2012,Gluten-Free Beer,bronze,Pale Ale,Harvester Brewing,Portland,OR
2012,Foreign-Style Stout,gold,Starry Night Stout,Island Brewing,Carpinteria,CA
2012,Foreign-Style Stout,silver,Whiteface Black Diamond Stout,Great Adirondack Brewing Co.,Lake Placid,NY
2012,Foreign-Style Stout,bronze,Ramsey’s Export Stout,Devils Backbone Brewing,Roseland,VA
2012,European-Style Dunkel,gold,Knight Ryder Munich Dunkel,Equinox Brewing,Fort Collins,CO
2012,European-Style Dunkel,silver,Pious Monk Dunkel,The Church Brew Works,Pittsburgh,PA
2012,European-Style Dunkel,bronze,Mother Earth Munich Dunkel,Mother Earth Brewing,Kinston,NC
2012,Ordinary or Special Bitter,gold,DBA,Firestone Walker,Paso Robles,CA
2012,Ordinary or Special Bitter,silver,Mens Room Original Red Ale,Elysian Brewery,Seattle,WA
2012,Ordinary or Special Bitter,bronze,Sawtooth Ale,Left Hand Brewing Co.,Longmont,CO
2012,American-Style Black Ale,gold,Wookey Jack,Firestone Walker,Paso Robles,CA
2012,American-Style Black Ale,silver,Turmoil,Barley Brothers Brewery,Baker City,OR
2012,American-Style Black Ale,bronze,Black IPA,Iron Hill Brewery,Wilmington,DE
2012,German-Style Doppelbock or Eisbock,gold,Uber Bock,Great Dane Pub,Madison,WI
2012,German-Style Doppelbock or Eisbock,silver,Samuel Adams Double Bock,Boston Beer Co.,Cincinnati,OH
2012,German-Style Doppelbock or Eisbock,bronze,Resurrection Doppelbock,Red Lodge Ales,Red Lodge,MT
2012,Specialty Honey Beer,gold,West Bound Braggot,Twisted Pine Brewing Co.,Boulder,CO
2012,Specialty Honey Beer,silver,George’s Fault,Nodding Head Brewing,Philadelphia,PA
2012,Specialty Honey Beer,bronze,Kuhnhenn Braggot,Kuhnhenn Brewing Co.,Warren,MI
2012,Smoke Beer,gold,Bambastic,Fort Collins Brewery,Fort Collins,CO
2012,Smoke Beer,silver,Rauchtoberfest,Iron Hill Brewery,LancasterLancaster,PA
2012,Smoke Beer,bronze,Smoke & Dagger,Jack’s Abby Brewing,Framingham,MA
2012,German-Style Märzen,gold,Shiner Oktoberfest,Spoetzl Brewery,Shiner,TX
2012,German-Style Märzen,silver,Mecktoberfest,The Olde Mecklenburg Brewery,Charlotte,NC
2012,German-Style Märzen,bronze,Dominion Oktoberfest,Old Dominion Brewing,Dover,DE
2012,South German-Style Hefeweizen,gold,DreamWeaver Wheat,Tröegs Brewing Co.,Hershey,PA
2012,South German-Style Hefeweizen,silver,Ebel’s Weiss,Two Brothers Brewing Co.,Warrenville,IL
2012,South German-Style Hefeweizen,bronze,Yazoo Hefeweizen,Yazoo Brewing,Nashville,TN
2012,American-Style Specialty Lager or Cream Ale or Lager,gold,Henry Weinhard’s Blue Boar Pale Ale,Blitz-Weinhard Brewing,Hood River,OR
2012,American-Style Specialty Lager or Cream Ale or Lager,silver,Old Style,Pabst Brewing,Los Angeles,CA
2012,American-Style Specialty Lager or Cream Ale or Lager,bronze,Mickey’s Malt Liquor,Miller Brewing,Milwaukee,WI
2012,Wood- and Barrel-Aged Strong Stout,gold,Fourteen Fourteen,Central Waters Brewing Co.,Amherst,WI
2012,Wood- and Barrel-Aged Strong Stout,silver,Silva Stout,Green Flash Brewing Co.,San Diego,CA
2012,Wood- and Barrel-Aged Strong Stout,bronze,Barrel Aged Russian Imperial Stout,AC Golden Brewing Co.,Golden,CO
2012,Fresh Hop Ale,gold,Estate Homegrown Ale,Sierra Nevada Brewing,Chico,CA
2012,Fresh Hop Ale,silver,HopTime Harvest Ale,Russian River Brewing,Santa Rosa,CA
2012,Fresh Hop Ale,bronze,Colorado IPA Nouveau,Tommyknocker Brewery,Idaho Springs,CO
2012,Irish-Style Red Ale,gold,Irish Red,Glenwood Canyon Brewing,Glenwood Springs,CO
2012,Irish-Style Red Ale,silver,TAPS Irish Red,TAPS Fish House & Brewery,Brea,CA
2012,Irish-Style Red Ale,bronze,Balefi re Red,Echo Brewing Co.,Frederick,CO
2012,English-Style Brown Ale,gold,Sierra Blanca Nut Brown Ale,Sierra Blanca Brewing Co.,Moriarty,NM
2012,English-Style Brown Ale,silver,Red Hydrant Ale,Big Dog’s Brewing Co.,Las Vegas,NV
2012,English-Style Brown Ale,bronze,Molly’s Titanic Brown Ale,Rock Bottom,Westminster,CO
2012,American-Style Stout,gold,Order in the Port,Pizza Port,San Clemente,CA
2012,American-Style Stout,silver,American Stout,10 Barrel Brewing Co.,Bend,OR
2012,American-Style Stout,bronze,Ironman,Free State Brewing Co.,Lawrence,KS
2012,Belgian-Style Witbier,gold,ZON,Boulevard Brewing,Kansas City,MO
2012,Belgian-Style Witbier,silver,White Rascal,Avery Brewing,Boulder,CO
2012,Belgian-Style Witbier,bronze,White Lightning Belgian White,Full Pint Brewing Co.,North Versailles,PA
2012,American-Style Dark Lager,gold,Shiner Bock,Spoetzl Brewery,Shiner,TX
2012,American-Style Dark Lager,silver,Old Virginia Dark,Devils Backbone Brewing,BasecampRoseland,VA
2012,American-Style Dark Lager,bronze,Session Black Premium Dark Lager,Full Sail Brewing,Hood River,OR
2012,"American-Style Lager, Light Lager or Premium Lager",gold,Pabst Blue Ribbon,Pabst Brewing,Los Angeles,CA
2012,"American-Style Lager, Light Lager or Premium Lager",silver,Miller Lite,Miller Brewing,Milwaukee,WI
2012,"American-Style Lager, Light Lager or Premium Lager",bronze,Keystone Light,Coors Brewing,Golden,CO
2012,Coffee Beer,gold,Smog City Groundwork Coff ee,Tustin Brewing Co.,Tustin,CA
2012,Coffee Beer,silver,Hazelnut Coff ee Cream Stout,Redwood Brewing,Flint,MI
2012,Coffee Beer,bronze,Big Shot Espresso Stout,Twisted Pine Brewing Co.,Boulder,CO
2012,American-Style Wheat Beer,gold,Wagon Box Wheat,Black Tooth Brewing Co.,Sheridan,WY
2012,American-Style Wheat Beer,silver,Shredders Wheat,Barley Brothers Brewery,Baker City,OR
2012,American-Style Wheat Beer,bronze,American Wheat,Gella's Diner,Hays,KS
2012,Imperial Stout,gold,Anastasia Russian Imperial Stout,Weasel Boy Brewing Co.,Zanesville,OH
2012,Imperial Stout,silver,Imperial Stout,Sierra Nevada Brewing,Chico,CA
2012,Imperial Stout,bronze,Russian Imperial Stout,Iron Hill Brewery,MediaMedia,PA
2012,American-Style Amber/Red Ale,gold,Hopback Amber Ale,Tröegs Brewing Co.,Hershey,PA
2012,American-Style Amber/Red Ale,silver,Fixed Gear American Red Ale,Lakefront Brewery,Milwaukee,WI
2012,American-Style Amber/Red Ale,bronze,Winterhook,Redhook Brewery,Woodinville,WA
2012,American-Style Brown Ale,gold,Face Down Brown,Telluride Brewing Co.,Telluride,CO
2012,American-Style Brown Ale,silver,Upslope Brown Ale,Upslope Brewing Co.,Boulder,CO
2012,American-Style Brown Ale,bronze,Redrock Nut Brown Ale,Redrock Brewery,Salt Lake City,UT
2012,Scotch Ale,gold,Way Heavy,Pizza Port,San Clemente,CA
2012,Scotch Ale,silver,Iron Thistle,Rahr & Sons Brewing,Fort Worth,TX
2012,Scotch Ale,bronze,Scotch Ale,Barley Brothers Brewery,Baker City,OR
2012,Rye Beer,gold,Gramarye,Heretic Brewing Co.,Pittsburg,CA
2012,Rye Beer,silver,Kyles Baltic Porter,Flat Branch Pub and Brewery,Columbia,MO
2012,Rye Beer,bronze,Roggenbier,Iron Hill Brewery,Phoenixville,PA
2012,Old Ale or Strong Ale,gold,Heini’s Hooch,The Church Brew Works,Pittsburgh,PA
2012,Old Ale or Strong Ale,silver,Papier,The Bruery,Anaheim,CA
2012,Old Ale or Strong Ale,bronze,AleSmith Decadence ‘10 Old Ale,AleSmith Brewing,San Diego,CA
2012,International-Style Pale Ale,gold,River Runners Pale Ale,Eddyline Brewing,Buena Vista,CO
2012,International-Style Pale Ale,silver,Southern Chaos,Hollister Brewing Co.,Goleta,CA
2012,International-Style Pale Ale,bronze,Pipe Organ Pale Ale,The Church Brew Works,Pittsburgh,PA
2012,American-Belgo-Style Ale,gold,Le Freak,Green Flash Brewing Co.,San Diego,CA
2012,American-Belgo-Style Ale,silver,Chainbreaker WIPA,Deschutes Brewery,Bend,OR
2012,American-Belgo-Style Ale,bronze,A Little Crazy,Revolution Brewing,Chicago,IL
2012,Bock,gold,Butt Head Bock,Tommyknocker Brewery,Idaho Springs,CO
2012,Bock,silver,Elixer Maibock,Mad Fox Brewing Co.,Falls Church,VA
2012,Bock,bronze,Turbo Cougar,Devils Backbone Brewing,Lexington,VA
2012,Fruit Beer,gold,Dry Dock Apricot Blonde,Dry Dock Brewing,Aurora,CO
2012,Fruit Beer,silver,ChChChCh-Cherry Bomb,Thai Me Up Brewery,Jackson,WY
2012,Fruit Beer,bronze,Strawberry Blonde Ale,DESTIHL,Normal,IL
2013,International-Style Pale Ale,gold,Hand Truck,Baker City Brewing Co.,Baker City,OR
2013,International-Style Pale Ale,silver,Amazeballs,Peekskill Brewery,Peekskill,NY
2013,International-Style Pale Ale,bronze,IPL,AC Golden,Golden,CO
2013,Wood- and Barrel-Aged Sour Beer,gold,Love Child No. 3,Boulevard Brewing,Kansas City,MO
2013,Wood- and Barrel-Aged Sour Beer,silver,Dark and Stormy,McKenzie Brew House,Glen Mills,PA
2013,Wood- and Barrel-Aged Sour Beer,bronze,Pentagram,Surly Brewing Co.,Brooklyn Center,MN
2013,American-Style Amber Lager,gold,Rod’s Steam Bitter,Second Street Brewery,Santa Fe,NM
2013,American-Style Amber Lager,silver,OktoberFish,Flying Fish Brewing Co.,Somerdale,NJ
2013,American-Style Amber Lager,bronze,Schell’s Oktoberfest,August Schell Brewing,New Ulm,MN
2013,Baltic-Style Porter,gold,Black Eagle Baltic Porter,Black Tooth Brewing Co.,Sheridan,WY
2013,Baltic-Style Porter,silver,The Hammer,Rock Bottom,Broomfi eld,CO
2013,Baltic-Style Porter,bronze,Danzig,Devils Backbone Brewing,Roseland,VA
2013,Fruit Wheat Beer,gold,Peachy Peach,Pagosa Brewing,Pagosa Springs,CO
2013,Fruit Wheat Beer,silver,Bitchin’ Berry,Great Basin Brewing,RenoReno,NV
2013,Fruit Wheat Beer,bronze,Lilikoi Kepolo,Avery Brewing,Boulder,CO
2013,German-Style Schwarzbier,gold,Black Thunder,Austin Beerworks,Austin,TX
2013,German-Style Schwarzbier,silver,Black Knight,Fat Heads Brewery,North Olmsted,OH
2013,German-Style Schwarzbier,bronze,TAPS Schwarzbier,TAPS Fish House & Brewery,Corona,CA
2013,English-Style India Pale Ale,gold,Taproom IPA,Firestone Walker,Paso Robles,CA
2013,English-Style India Pale Ale,silver,Silverspot IPA,Pelican Brewing Co.,Pacifi c City,OR
2013,English-Style India Pale Ale,bronze,Enterprise IPA,Dry Dock Brewing,Aurora,CO
2013,Other Strong Beer,gold,Mass Rising,Jack’s Abby Brewing,Framingham,MA
2013,Other Strong Beer,silver,Power Wagon,Big Sky Brewing Co.,Missoula,MT
2013,Other Strong Beer,bronze,XX Dwarf,Detroit Beer Co.,Detroit,MI
2013,American-Style Sour Ale,gold,Ching Ching,Bend Brewing,Bend,OR
2013,American-Style Sour Ale,silver,Myrtle,The Commons Brewery,Portland,OR
2013,American-Style Sour Ale,bronze,Red Poppy,The Lost Abbey,San Marcos,CA
2013,American-Style or International-Style Pilsener,gold,,,,
2013,American-Style or International-Style Pilsener,silver,Gold Leaf Lager,Devils Backbone Brewing,Roseland,VA
2013,American-Style or International-Style Pilsener,bronze,Gold Country Pilsner,Auburn Alehouse,Auburn,CA
2013,German-Style Altbier,gold,Tree Hugger,Terrapin Beer,Athens,GA
2013,German-Style Altbier,silver,Brewers Cut Altbier,Real Ale Brewing Co.,Blanco,TX
2013,German-Style Altbier,bronze,Echo Amber,Echo Brewing Co.,Frederick,CO
2013,Ordinary or Special Bitter,gold,Sawtooth Ale,Left Hand Brewing Co.,Longmont,CO
2013,Ordinary or Special Bitter,silver,HMS Victory Amber,Dry Dock Brewing,Aurora,CO
2013,Ordinary or Special Bitter,bronze,Men’s Room Original Red,Elysian Brewery,Seattle,WA
2013,English-Style Mild Ale,gold,S.S. Minnow Mild,Dry Dock Brewing,South Dock,
2013,English-Style Mild Ale,silver,Brawler,Yards Brewing Co.,Philadelphia,PA
2013,English-Style Mild Ale,bronze,Ale of Fergus,Devils Backbone Brewing,Roseland,VA
2013,Fresh Hop Ale,gold,Cent’s and Censability,Old Town Brewing,Portland,OR
2013,Fresh Hop Ale,silver,Trail Head,Fat Heads Brewery,Middleburg Heights,OH
2013,Fresh Hop Ale,bronze,Fresh Hop Pallet Jack,Barley Brothers Brewery,Baker City,OR
2013,Imperial Red Ale,gold,,,,
2013,Imperial Red Ale,silver,Rhino Chaser,Pizza Port,Ocean Beach,CA
2013,Imperial Red Ale,bronze,Bombay Rouge Red IPA,Third Street Ale Works,Santa Rosa,CA
2013,Wood- and Barrel-Aged Strong Beer,gold,Afternoon Delight,Sun King Brewery,Indianapolis,IN
2013,Wood- and Barrel-Aged Strong Beer,silver,Twisted Trace,Minneapolis Town Hall Brewery,Minneapolis,MN
2013,Wood- and Barrel-Aged Strong Beer,bronze,Barrel-Aged Full Malted Jacket,Beachwood BBQ & Brewing,Long Beach,CA
2013,American-Style Pale Ale,gold,Lumberyard American Pale Ale,Lumberyard Brewing Co.,Flagstaff,AZ
2013,American-Style Pale Ale,silver,Featherweight Pale,Cannonball Creek Brewing Co.,Golden,CO
2013,American-Style Pale Ale,bronze,Citra Rye Pale Ale,Joseph James Brewing Co.,Henderson,NV
2013,Robust Porter,gold,Moonlight Porter,Rock Bottom,Broomfi eld,CO
2013,Robust Porter,silver,Black Robusto Porter,Drake’s Brewing Co.,San Leandro,CA
2013,Robust Porter,bronze,Genuine Oatmeal Porter,Carolina Brewery,Pittsboro,NC
2013,American-Style Black Ale,gold,Wookey Jack,Firestone Walker,Paso Robles,CA
2013,American-Style Black Ale,silver,Black Sails,Coronado Brewing Company Brewpub,Coronado,CA
2013,American-Style Black Ale,bronze,Oxymoron,Oceanside Ale Works,Oceanside,CA
2013,Belgian-Style Lambic or Sour Ale,gold,American Blackberry Sour Ale,New Glarus Brewing,New Glarus,WI
2013,Belgian-Style Lambic or Sour Ale,silver,Squatters Fifth Element,Squatters,Salt Lake City,UT
2013,Belgian-Style Lambic or Sour Ale,bronze,Atrial Rubicite,Jester King Brewery,Austin,TX
2013,American-Style Lager or Light Lager,gold,Budweiser Select,Anheuser-Busch,St. Louis,MO
2013,American-Style Lager or Light Lager,silver,Miller High Life,Miller Brewing,Milwaukee,WI
2013,American-Style Lager or Light Lager,bronze,Special Export,Pabst Brewing,Los Angeles,CA
2013,Rye Beer,gold,LowRyeDer,SweetWater Brewing Co.,Atlanta,GA
2013,Rye Beer,silver,Rye Smile,Triple Rock Brewery,Berkeley,CA
2013,Rye Beer,bronze,RastafaRye,Blue Point Brewing Co.,Patchogue,NY
2013,American-Style Cream Ale,gold,Natural Ice,Anheuser-Busch,St. Louis,MO
2013,American-Style Cream Ale,silver,Old Style,Pabst Brewing,Los Angeles,CA
2013,American-Style Cream Ale,bronze,Rainier,Pabst Brewing,Los Angeles,CA
2013,Foreign-Style Stout,gold,Fade to Black Volume 1,Left Hand Brewing Co.,Longmont,CO
2013,Foreign-Style Stout,silver,Don Vanuchi “The Killer”,Baker City Brewing Co.,Baker City,OR
2013,Foreign-Style Stout,bronze,Tsunami Stout,Pelican Brewing Co.,Pacifi c City,OR
2013,American-Style Brown Ale,gold,Davy Brown Ale,Figueroa Mountain Brewing,Buellton,
2013,American-Style Brown Ale,silver,End Of The Trail Brown Ale,Blue Corn Brewery,Santa Fe,NM
2013,American-Style Brown Ale,bronze,Doryman’s Dark Ale,Pelican Brewing Co.,Pacifi c City,OR
2013,Golden or Blonde Ale,gold,Foam Top,Beachwood BBQ & Brewing,Long Beach,CA
2013,Golden or Blonde Ale,silver,Steelhead Extra Pale Ale,Mad River Brewing Co.,Blue Lake,CA
2013,Golden or Blonde Ale,bronze,Kiwanda Cream Ale,Pelican Brewing Co.,Pacifi c City,OR
2013,Chocolate Beer,gold,Chocolate Oak Aged Yeti Imperial Stout,Great Divide Brewing,Denver,CO
2013,Chocolate Beer,silver,The Fix,Elysian Brewery,Seattle,WA
2013,Chocolate Beer,bronze,Chocolate Meltdown,Pennsylvania Brewing,Pittsburgh,PA
2013,Old Ale or Strong Ale,gold,Pilgrim’s Dole,New Holland Brewing,Holland,MI
2013,Old Ale or Strong Ale,silver,Irish Walker,Olde Hickory Brewery,Hickory,NC
2013,Old Ale or Strong Ale,bronze,Mule Kick,City Star Brewing,Berthoud,CO
2013,Wood- and Barrel-Aged Strong Stout,gold,Blot Out the Sun,Three Floyds Brewing Co.,Munster,IN
2013,Wood- and Barrel-Aged Strong Stout,silver,Barrel-Aged Narwhal,Sierra Nevada Brewing,Chico,CA
2013,Wood- and Barrel-Aged Strong Stout,bronze,Barrel Aged BORIS The Crusher,Hoppin’ Frog Brewing Co.,Akron,OH
2013,Brown Porter,gold,Old Tom Porter,Piney River Brewing Co.,Bucyrus,MO
2013,Brown Porter,silver,St. Charles Porter,Blackstone Brewing,Nashville,TN
2013,Brown Porter,bronze,Blind Jake,Pinthouse Pizza,Austin,TX
2013,American-Style Stout,gold,Kilgore Stout,Beachwood BBQ & Brewing,Long Beach,CA
2013,American-Style Stout,silver,Battlecat Stout,Cannonball Creek Brewing Co.,Golden,CO
2013,American-Style Stout,bronze,Stumpy Ridge Stout,Black Tooth Brewing Co.,Sheridan,WY
2013,English-Style Summer Ale,gold,True Blonde Ale,Ska Brewing,Durango,CO
2013,English-Style Summer Ale,silver,Hanging Lake,Glenwood Canyon Brewing,Glenwood Springs,CO
2013,English-Style Summer Ale,bronze,Sum’r,Uinta Brewing,Salt Lake City,UT
2013,European-Style Dunkel,gold,Munich Dunkel,Carver Brewing,Durango,CO
2013,European-Style Dunkel,silver,Heart of Darkness Dunkel,Springfi eld Brewing Co.,Springfi eld,MO
2013,European-Style Dunkel,bronze,The Fearless Youth,Grimm Brothers Brewhouse,Loveland,CO
2013,Gluten-Free Beer,gold,Harvester Brewing IPA No. 1,Harvester Brewing,Portland,OR
2013,Gluten-Free Beer,silver,Gluten Free,Deschutes Brewery,Bend,OR
2013,Gluten-Free Beer,bronze,Gluten-Free Brown Ale,New Planet Beer Co.,Boulder,CO
2013,German-Style Kölsch,gold,Leinenkugel’s Canoe Paddler,Jacob Leinenkugel Brewing,Chippewa Falls,WI
2013,German-Style Kölsch,silver,Tailgater Kölsch,Flat Tail Brewing Co.,Corvallis,OR
2013,German-Style Kölsch,bronze,Potential Blonde,Kinetic Brewing Co.,Lancaster,CA
2013,Kellerbier or Zwickelbier,gold,Keller Pils,Prost Brewing,Denver,CO
2013,Kellerbier or Zwickelbier,silver,Surfliner Lager,Figueroa Mountain Brewing,Santa Barbara,CA
2013,Kellerbier or Zwickelbier,bronze,Progress Pilsner,Market Garden Brewery,Cleveland,OH
2013,South German-Style Hefeweizen,gold,Big Horn Hefeweizen,CB and Potts Restaurant and Brewery,Fort Collins,
2013,South German-Style Hefeweizen,silver,Ebel’s Weiss,Two Brothers Brewing Co.,Warrenville,IL
2013,South German-Style Hefeweizen,bronze,Brooklyner Weisse,Brooklyn Brewery,Brooklyn,NY
2013,Dortmunder or German-Style Oktoberfest,gold,Move Back,SandLot,Denver,CO
2013,Dortmunder or German-Style Oktoberfest,silver,Oktoberfest,Figueroa Mountain Brewing,Santa Barbara,CA
2013,Dortmunder or German-Style Oktoberfest,bronze,Thunder from Dortmunder,Marble Brewery,Albuquerque,NM
2013,Barley Wine-Style Ale,gold,AleSmith Old Numbskull,AleSmith Brewing,San Diego,CA
2013,Barley Wine-Style Ale,silver,Old Bounder,Boundary Bay Brewery,Bellingham,WA
2013,Barley Wine-Style Ale,bronze,Release the Hounds Barley Wine,Bull & Bush Brewery,Denver,CO
2013,German-Style Pilsener,gold,Pivo,Firestone Walker,Paso Robles,CA
2013,German-Style Pilsener,silver,Pilsner,Marble Brewery,Albuquerque,NM
2013,German-Style Pilsener,bronze,Sunshine Pils,Tröegs Brewing Co.,Hershey,PA
2013,Specialty Honey Beer,gold,Buzzed Bee Honey Ale,High Sierra Brewing Co.,Carson City,NV
2013,Specialty Honey Beer,silver,Midas Touch,Dogfi sh Head Craft Brewery,Milton,DE
2013,Specialty Honey Beer,bronze,West Bound Braggot,Twisted Pine Brewing Co.,Boulder,CO
2013,Belgian-Style Abbey Ale,gold,Cedar Creek Belgian Style Dubbel,Cedar Creek Brewery,Seven Points,TX
2013,Belgian-Style Abbey Ale,silver,AleSmith Decadence 2012 Quadrupel,AleSmith Brewing,San Diego,CA
2013,Belgian-Style Abbey Ale,bronze,Ommegang Three Philosophers,Brewery Ommegang,Cooperstown,NY
2013,American-Style Amber/Red Ale,gold,Prohibition Ale,Speakeasy Ales & Lagers,San Francisco,CA
2013,American-Style Amber/Red Ale,silver,,,,
2013,American-Style Amber/Red Ale,bronze,Red Rock,Triple Rock Brewery,Berkeley,CA
2013,Munich-Style Helles,gold,Helles Festbier,Hoppers Grill & Brewery,Midvale,UT
2013,Munich-Style Helles,silver,Saint Arnold Summer Pils,Saint Arnold Brewing,Houston,TX
2013,Munich-Style Helles,bronze,TAPS Helles,TAPS Fish House & Brewery,BreaBrea,CA
2013,Bohemian-Style Pilsener,gold,Bohemian Pilsner,Ninkasi Brewing Co.,Eugene,OR
2013,Bohemian-Style Pilsener,silver,Czech Pilsner,Gordon Biersch Brewery,Rockville/Broomfield,MD/CO
2013,Bohemian-Style Pilsener,bronze,Bohemian Pilsner,Mother Earth Brewing,Kinston,NC
2013,Classic Irish-Style Dry Stout,gold,Blarney Sisters Dry Irish Stout,Third Street Ale Works,Santa Rosa,CA
2013,Classic Irish-Style Dry Stout,silver,Stearns Stout,Figueroa Mountain Brewing,Santa Barbara,CA
2013,Classic Irish-Style Dry Stout,bronze,Dragoon’s Dry Irish Stout,Moylan's Brewery,Novato,CA
2013,Classic English-Style Pale Ale,gold,5 Barrel Pale Ale,Odell Brewing,Fort Collins,CO
2013,Classic English-Style Pale Ale,silver,Extra Pale Summer Ale,Dry Dock Brewing,Aurora,CO
2013,Classic English-Style Pale Ale,bronze,Breakside ESB,Breakside Brewery,Portland,OR
2013,German-Style Sour Ale,gold,German Sparkle Party Berliner Weiss,10 Barrel Brewing Co.,Bend,OR
2013,German-Style Sour Ale,silver,Berliner Metro Weiss,Devils Backbone Brewing,Roseland,VA
2013,German-Style Sour Ale,bronze,Passionfruit Sour,Breakside Brewery,Milwaukie,OR
2013,American-Style India Pale Ale,gold,Pallet Jack IPA,Barley Brothers Brewery,Baker City,OR
2013,American-Style India Pale Ale,silver,Union Jack,Firestone Walker,Paso Robles,CA
2013,American-Style India Pale Ale,bronze,Project Dank: Operation Pharoah’s Return,La Cumbre Brewing Co.,Albuquerque,NM
2013,Belgian-Style Witbier,gold,Optimal Wit,Port City Brewing Co.,Alexandria,VA
2013,Belgian-Style Witbier,silver,Wasatch White Label,Utah Brewers,Salt Lake City,UT
2013,Belgian-Style Witbier,bronze,ZON,Boulevard Brewing,Kansas City,MO
2013,Session Beer,gold,Beer Hunter,Pizza Port,Ocean Beach,CA
2013,Session Beer,silver,MCA,21st Amendment,San Francisco,CA
2013,Session Beer,bronze,Torque,Kinetic Brewing Co.,Lancaster,CA
2013,American-Style Strong Pale Ale,gold,Bonobos,Monkey Paw Brewing Co.,San Diego,CA
2013,American-Style Strong Pale Ale,silver,Hop Knot,Four Peaks Brewing,Tempe,AZ
2013,American-Style Strong Pale Ale,bronze,Kung Fu Elvis,Pizza Port,Ocean Beach,CA
2013,Sweet Stout or Cream Stout,gold,Milk Stout,Left Hand Brewing Co.,Longmont,CO
2013,Sweet Stout or Cream Stout,silver,Udder Love,Beachwood BBQ & Brewing,Long Beach,CA
2013,Sweet Stout or Cream Stout,bronze,Dark Lightning Milk Stout,Thunder Canyon Brewery,Tucson,AZ
2013,Oatmeal Stout,gold,Stagecoach Stout,Figueroa Mountain Brewing,Buellton,
2013,Oatmeal Stout,silver,Gold Medal Stout,Blue Corn Brewery,Santa Fe,NM
2013,Oatmeal Stout,bronze,Oats.,Pizza Port,Solana Beach,CA
2013,Extra Special Bitter,gold,Public Ale,Community Beer Co.,Dallas,TX
2013,Extra Special Bitter,silver,True Brit IPA,Summit Brewing,Saint Paul,MN
2013,Extra Special Bitter,bronze,Fed White & Brew,American Brewing Co.,Edmonds,WA
2013,Wood- and Barrel-Aged Beer,gold,Hellshire III,Oakshire Brewing,Eugene,OR
2013,Wood- and Barrel-Aged Beer,silver,Barrel-Aged Frostbite Lager,RAM Restaurant & Brewery,IllinoisWheeling,IL
2013,Wood- and Barrel-Aged Beer,bronze,Rum Barrel Belgian Dubbel Style Ale,Three Brothers Brewing,Harrisonburg,VA
2013,French- and Belgian-Style Saison,gold,Liopard Oir Farmhouse Saison,Lavery Brewing Co.,Erie,PA
2013,French- and Belgian-Style Saison,silver,Urban Farmhouse Ale,The Commons Brewery,Portland,OR
2013,French- and Belgian-Style Saison,bronze,Maggie’s Farmhouse Ale,Crossroads Brewing Co.,Athens,NY
2013,American-Style Wheat Beer,gold,Shredders Wheat,Baker City Brewing Co.,Baker City,OR
2013,American-Style Wheat Beer,silver,American Wheat,Gella's Diner,Hays,KS
2013,American-Style Wheat Beer,bronze,Super 77 Wheat,Wiley Roots Brewing Co.,Greeley,CO
2013,Scottish-Style Ale,gold,Scottish Ale,Campbell Brewing Co.,Campbell,CA
2013,Scottish-Style Ale,silver,Kilt Lifter,Four Peaks Brewing,Tempe,AZ
2013,Scottish-Style Ale,bronze,Redhawk Ale,Rockyard Brewing Co.,Castle Rock,CO
2013,German-Style Märzen,gold,Rhinofest,Lost Rhino Brewing Co.,Ashburn,VA
2013,German-Style Märzen,silver,Octoberfest,Great American Restaurants,Centreville,VA
2013,German-Style Märzen,bronze,Dogtoberfest,Flying Dog Brewery,Frederick,MD
2013,American-Belgo-Style Ale,gold,BrickStone Belgo-APA,BrickStone Brewery,Bourbonnais,IL
2013,American-Belgo-Style Ale,silver,Belgo Hoptologist,Knee Deep Brewing Co.,Lincoln,CA
2013,American-Belgo-Style Ale,bronze,Little Green,Flat Tail Brewing Co.,Corvallis,OR
2013,English-Style Brown Ale,gold,Bandit Brown,City Star Brewing,Berthoud,CO
2013,English-Style Brown Ale,silver,Sierra Blanca Nut Brown Ale,Sierra Blanca Brewing Co.,Moriarty,NM
2013,English-Style Brown Ale,bronze,Longboard Brown,Rock Bottom,Broomfi eld,CO
2013,German-Style Wheat Ale,gold,Slam Dunkel,Steamworks Brewing,Durango,CO
